date,language,value
2009/06/30,pi,2
2009/07/31,pi,2
2009/08/31,pi,2
2009/09/30,pi,3
2009/10/31,pi,3
2009/11/30,pi,3
2009/12/31,pi,3
2010/01/31,pi,3
2010/02/28,pi,3
2010/03/31,pi,3
2010/04/30,pi,3
2010/05/31,pi,3
2010/06/30,pi,3
2010/07/31,pi,3
2010/08/31,pi,3
2010/09/30,pi,3
2010/10/31,pi,4
2010/11/30,pi,4
2010/12/31,pi,4
2011/01/31,pi,4
2011/02/28,pi,4
2011/03/31,pi,4
2011/04/30,pi,4
2011/05/31,pi,5
2011/06/30,pi,5
2011/07/31,pi,5
2011/08/31,pi,5
2011/09/30,pi,5
2011/10/31,pi,5
2011/11/30,pi,5
2011/12/31,pi,5
2012/01/31,pi,5
2012/02/29,pi,6
2012/03/31,pi,6
2012/04/30,pi,6
2012/05/31,pi,6
2012/06/30,pi,7
2012/07/31,pi,7
2012/08/31,pi,7
2012/09/30,pi,7
2012/10/31,pi,7
2012/11/30,pi,7
2012/12/31,pi,8
2008/01/31,sa,18
2008/02/29,sa,18
2008/03/31,sa,18
2008/04/30,sa,18
2008/05/31,sa,18
2008/06/30,sa,18
2008/07/31,sa,19
2008/08/31,sa,19
2008/09/30,sa,19
2008/10/31,sa,19
2008/11/30,sa,20
2008/12/31,sa,20
2009/01/31,sa,21
2009/02/28,sa,21
2009/03/31,sa,22
2009/04/30,sa,22
2009/05/31,sa,22
2009/06/30,sa,22
2009/07/31,sa,24
2009/08/31,sa,24
2009/09/30,sa,25
2009/10/31,sa,25
2009/11/30,sa,26
2009/12/31,sa,27
2010/01/31,sa,28
2010/02/28,sa,30
2010/03/31,sa,32
2010/04/30,sa,32
2010/05/31,sa,32
2010/06/30,sa,33
2010/07/31,sa,33
2010/08/31,sa,33
2010/09/30,sa,35
2010/10/31,sa,37
2010/11/30,sa,38
2010/12/31,sa,38
2011/01/31,sa,38
2011/02/28,sa,38
2011/03/31,sa,42
2011/04/30,sa,43
2011/05/31,sa,47
2011/06/30,sa,53
2011/07/31,sa,55
2011/08/31,sa,59
2011/09/30,sa,63
2011/10/31,sa,68
2011/11/30,sa,71
2011/12/31,sa,74
2012/01/31,sa,82
2012/02/29,sa,85
2012/03/31,sa,87
2012/04/30,sa,89
2012/05/31,sa,89
2012/06/30,sa,90
2012/07/31,sa,96
2012/08/31,sa,101
2012/09/30,sa,103
2012/10/31,sa,105
2012/11/30,sa,105
2012/12/31,sa,105
2008/01/31,sd,10
2008/02/29,sd,11
2008/03/31,sd,11
2008/04/30,sd,11
2008/05/31,sd,11
2008/06/30,sd,11
2008/07/31,sd,11
2008/08/31,sd,11
2008/09/30,sd,11
2008/10/31,sd,11
2008/11/30,sd,11
2008/12/31,sd,11
2009/01/31,sd,11
2009/02/28,sd,11
2009/03/31,sd,11
2009/04/30,sd,11
2009/05/31,sd,11
2009/06/30,sd,11
2009/07/31,sd,11
2009/08/31,sd,12
2009/09/30,sd,12
2009/10/31,sd,13
2009/11/30,sd,14
2009/12/31,sd,14
2010/01/31,sd,14
2010/02/28,sd,14
2010/03/31,sd,15
2010/04/30,sd,15
2010/05/31,sd,15
2010/06/30,sd,15
2010/07/31,sd,15
2010/08/31,sd,15
2010/09/30,sd,15
2010/10/31,sd,15
2010/11/30,sd,16
2010/12/31,sd,16
2011/01/31,sd,17
2011/02/28,sd,18
2011/03/31,sd,18
2011/04/30,sd,18
2011/05/31,sd,18
2011/06/30,sd,19
2011/07/31,sd,20
2011/08/31,sd,20
2011/09/30,sd,21
2011/10/31,sd,21
2011/11/30,sd,25
2011/12/31,sd,26
2012/01/31,sd,26
2012/02/29,sd,26
2012/03/31,sd,26
2012/04/30,sd,27
2012/05/31,sd,27
2012/06/30,sd,27
2012/07/31,sd,27
2012/08/31,sd,27
2012/09/30,sd,27
2012/10/31,sd,27
2012/11/30,sd,27
2012/12/31,sd,27
2008/01/31,ta,142
2008/02/29,ta,145
2008/03/31,ta,149
2008/04/30,ta,156
2008/05/31,ta,166
2008/06/30,ta,170
2008/07/31,ta,176
2008/08/31,ta,180
2008/09/30,ta,186
2008/10/31,ta,191
2008/11/30,ta,197
2008/12/31,ta,205
2009/01/31,ta,211
2009/02/28,ta,215
2009/03/31,ta,224
2009/04/30,ta,237
2009/05/31,ta,245
2009/06/30,ta,255
2009/07/31,ta,259
2009/08/31,ta,269
2009/09/30,ta,277
2009/10/31,ta,294
2009/11/30,ta,298
2009/12/31,ta,311
2010/01/31,ta,326
2010/02/28,ta,336
2010/03/31,ta,348
2010/04/30,ta,363
2010/05/31,ta,388
2010/06/30,ta,417
2010/07/31,ta,437
2010/08/31,ta,461
2010/09/30,ta,478
2010/10/31,ta,489
2010/11/30,ta,505
2010/12/31,ta,520
2011/01/31,ta,532
2011/02/28,ta,541
2011/03/31,ta,553
2011/04/30,ta,567
2011/05/31,ta,575
2011/06/30,ta,590
2011/07/31,ta,604
2011/08/31,ta,612
2011/09/30,ta,633
2011/10/31,ta,647
2011/11/30,ta,663
2011/12/31,ta,677
2012/01/31,ta,699
2012/02/29,ta,712
2012/03/31,ta,721
2012/04/30,ta,729
2012/05/31,ta,744
2012/06/30,ta,764
2012/07/31,ta,772
2012/08/31,ta,788
2012/09/30,ta,803
2012/10/31,ta,811
2012/11/30,ta,821
2012/12/31,ta,836
2008/01/31,te,145
2008/02/29,te,191
2008/03/31,te,203
2008/04/30,te,211
2008/05/31,te,219
2008/06/30,te,226
2008/07/31,te,228
2008/08/31,te,234
2008/09/30,te,241
2008/10/31,te,246
2008/11/30,te,246
2008/12/31,te,252
2009/01/31,te,259
2009/02/28,te,262
2009/03/31,te,267
2009/04/30,te,270
2009/05/31,te,276
2009/06/30,te,283
2009/07/31,te,290
2009/08/31,te,293
2009/09/30,te,297
2009/10/31,te,313
2009/11/30,te,323
2009/12/31,te,327
2010/01/31,te,330
2010/02/28,te,333
2010/03/31,te,337
2010/04/30,te,340
2010/05/31,te,348
2010/06/30,te,351
2010/07/31,te,357
2010/08/31,te,366
2010/09/30,te,376
2010/10/31,te,384
2010/11/30,te,390
2010/12/31,te,394
2011/01/31,te,400
2011/02/28,te,406
2011/03/31,te,412
2011/04/30,te,417
2011/05/31,te,426
2011/06/30,te,430
2011/07/31,te,438
2011/08/31,te,442
2011/09/30,te,449
2011/10/31,te,455
2011/11/30,te,462
2011/12/31,te,464
2012/01/31,te,478
2012/02/29,te,486
2012/03/31,te,491
2012/04/30,te,499
2012/05/31,te,505
2012/06/30,te,509
2012/07/31,te,513
2012/08/31,te,522
2012/09/30,te,526
2012/10/31,te,533
2012/11/30,te,539
2012/12/31,te,542
2008/01/31,ur,82
2008/02/29,ur,85
2008/03/31,ur,87
2008/04/30,ur,90
2008/05/31,ur,97
2008/06/30,ur,98
2008/07/31,ur,102
2008/08/31,ur,106
2008/09/30,ur,109
2008/10/31,ur,110
2008/11/30,ur,113
2008/12/31,ur,116
2009/01/31,ur,117
2009/02/28,ur,119
2009/03/31,ur,123
2009/04/30,ur,127
2009/05/31,ur,135
2009/06/30,ur,138
2009/07/31,ur,140
2009/08/31,ur,141
2009/09/30,ur,142
2009/10/31,ur,151
2009/11/30,ur,157
2009/12/31,ur,160
2010/01/31,ur,164
2010/02/28,ur,167
2010/03/31,ur,172
2010/04/30,ur,175
2010/05/31,ur,178
2010/06/30,ur,182
2010/07/31,ur,184
2010/08/31,ur,188
2010/09/30,ur,193
2010/10/31,ur,195
2010/11/30,ur,197
2010/12/31,ur,200
2011/01/31,ur,203
2011/02/28,ur,204
2011/03/31,ur,207
2011/04/30,ur,211
